filename,width,height,class,xmin,ymin,xmax,ymax
Image_1264.jpg,854,480,Face,30,44,448,467
Image_1264.jpg,854,480,Face,168,182,400,417
Image_1264.jpg,854,480,Face,385,399,425,442
Image_1264.jpg,854,480,Face,668,690,427,453
Image_1264.jpg,854,480,Face,796,808,389,402
Image_1264.jpg,854,480,Face,420,441,450,474
Image_1264.jpg,854,480,Face,99,110,397,411
Image_1264.jpg,854,480,Face,0,9,425,442
Image_1264.jpg,854,480,Face,125,135,378,390
Image_1264.jpg,854,480,Face,809,816,348,358
Image_1264.jpg,854,480,Face,90,98,395,404
Image_1264.jpg,854,480,Face,729,740,369,382
Image_1270.jpg,854,480,Face,16,30,454,471
Image_1270.jpg,854,480,Face,166,181,404,421
Image_1270.jpg,854,480,Face,96,108,396,411
Image_1270.jpg,854,480,Face,118,129,382,395
Image_1270.jpg,854,480,Face,391,405,426,443
Image_1270.jpg,854,480,Face,689,711,431,456
Image_1270.jpg,854,480,Face,86,94,398,408
Image_1270.jpg,854,480,Face,429,452,453,478
Image_1270.jpg,854,480,Face,806,813,345,354
Image_1270.jpg,854,480,Face,377,392,383,400
Image_1270.jpg,854,480,Face,740,752,369,382
Image_1270.jpg,854,480,Face,811,824,391,404
Image_434.jpg,854,480,Face,135,152,282,301
Image_434.jpg,854,480,Face,254,270,298,317
Image_434.jpg,854,480,Face,765,787,277,303
Image_434.jpg,854,480,Face,415,437,283,309
Image_434.jpg,854,480,Face,615,631,265,283
Image_434.jpg,854,480,Face,549,565,266,285
Image_434.jpg,854,480,Face,318,334,264,281
Image_434.jpg,854,480,Face,827,843,259,280
Image_434.jpg,854,480,Face,494,501,264,273
Image_434.jpg,854,480,Face,64,79,292,309
Image_434.jpg,854,480,Face,721,732,281,294
Image_434.jpg,854,480,Face,691,705,272,289
Image_352.jpg,854,480,Face,129,146,289,308
Image_352.jpg,854,480,Face,248,265,306,325
Image_352.jpg,854,480,Face,610,626,275,293
Image_352.jpg,854,480,Face,762,783,287,312
Image_352.jpg,854,480,Face,410,432,292,317
Image_352.jpg,854,480,Face,546,562,276,295
Image_352.jpg,854,480,Face,820,836,270,290
Image_352.jpg,854,480,Face,529,536,279,288
Image_352.jpg,854,480,Face,314,331,272,290
Image_352.jpg,854,480,Face,707,715,280,289
Image_352.jpg,854,480,Face,62,77,282,298
Image_352.jpg,854,480,Face,648,664,273,290
Image_346.jpg,854,480,Face,128,145,289,308
Image_346.jpg,854,480,Face,248,265,306,325
Image_346.jpg,854,480,Face,761,783,287,313
Image_346.jpg,854,480,Face,609,626,275,293
Image_346.jpg,854,480,Face,410,432,293,318
Image_346.jpg,854,480,Face,819,835,270,291
Image_346.jpg,854,480,Face,545,561,277,296
Image_346.jpg,854,480,Face,314,330,272,290
Image_346.jpg,854,480,Face,62,77,282,298
Image_346.jpg,854,480,Face,488,495,273,282
Image_346.jpg,854,480,Face,647,663,274,291
Image_420.jpg,854,480,Face,135,152,284,302
Image_420.jpg,854,480,Face,253,270,299,318
Image_420.jpg,854,480,Face,616,631,267,284
Image_420.jpg,854,480,Face,764,787,279,304
Image_420.jpg,854,480,Face,414,436,284,310
Image_420.jpg,854,480,Face,549,565,267,287
Image_420.jpg,854,480,Face,826,843,260,281
Image_420.jpg,854,480,Face,715,722,256,266
Image_420.jpg,854,480,Face,493,501,264,274
Image_420.jpg,854,480,Face,317,332,265,282
Image_420.jpg,854,480,Face,691,704,273,291
Image_420.jpg,854,480,Face,63,79,294,310
Image_420.jpg,854,480,Face,652,669,264,281
Image_420.jpg,854,480,Face,788,802,103,120
Image_408.jpg,854,480,Face,135,152,286,304
Image_408.jpg,854,480,Face,254,270,301,320
Image_408.jpg,854,480,Face,766,788,281,306
Image_408.jpg,854,480,Face,615,631,269,286
Image_408.jpg,854,480,Face,413,436,286,311
Image_408.jpg,854,480,Face,691,704,276,293
Image_408.jpg,854,480,Face,64,79,295,312
Image_408.jpg,854,480,Face,549,565,271,289
Image_408.jpg,854,480,Face,320,334,268,284
Image_408.jpg,854,480,Face,715,722,258,268
Image_408.jpg,854,480,Face,713,720,276,283
Image_408.jpg,854,480,Face,722,732,285,298
Image_408.jpg,854,480,Face,652,668,267,285
Image_408.jpg,854,480,Face,827,843,263,283
Image_29.jpg,854,480,Face,601,616,245,263
Image_29.jpg,854,480,Face,237,254,282,301
Image_29.jpg,854,480,Face,751,773,254,281
Image_29.jpg,854,480,Face,480,487,244,254
Image_29.jpg,854,480,Face,119,136,267,287
Image_29.jpg,854,480,Face,397,420,264,290
Image_29.jpg,854,480,Face,533,550,246,266
Image_29.jpg,854,480,Face,806,823,236,257
Image_29.jpg,854,480,Face,675,688,251,268
Image_29.jpg,854,480,Face,46,62,278,296
Image_29.jpg,854,480,Face,639,653,242,258
Image_15.jpg,854,480,Face,758,779,261,286
Image_15.jpg,854,480,Face,607,622,249,266
Image_15.jpg,854,480,Face,243,259,284,303
Image_15.jpg,854,480,Face,123,140,269,288
Image_15.jpg,854,480,Face,812,829,241,261
Image_15.jpg,854,480,Face,403,425,268,292
Image_15.jpg,854,480,Face,538,555,249,269
Image_15.jpg,854,480,Face,52,68,278,296
Image_15.jpg,854,480,Face,646,660,247,262
Image_1072.jpg,854,480,Face,355,370,401,417
Image_1072.jpg,854,480,Face,3,16,364,380
Image_1072.jpg,854,480,Face,643,660,388,407
Image_1072.jpg,854,480,Face,198,210,370,385
Image_1072.jpg,854,480,Face,518,533,401,420
Image_1072.jpg,854,480,Face,106,116,359,372
Image_1072.jpg,854,480,Face,173,180,362,371
Image_1072.jpg,854,480,Face,744,763,386,405
Image_540.jpg,854,480,Face,258,275,297,315
Image_540.jpg,854,480,Face,621,637,268,286
Image_540.jpg,854,480,Face,140,158,280,299
Image_540.jpg,854,480,Face,774,796,282,307
Image_540.jpg,854,480,Face,556,573,268,288
Image_540.jpg,854,480,Face,421,443,284,309
Image_540.jpg,854,480,Face,659,675,266,284
Image_540.jpg,854,480,Face,68,84,288,307
Image_540.jpg,854,480,Face,833,850,265,285
Image_540.jpg,854,480,Face,208,221,290,304
Image_540.jpg,854,480,Face,499,506,266,275
Image_540.jpg,854,480,Face,326,342,263,281
Image_568.jpg,854,480,Face,262,278,296,315
Image_568.jpg,854,480,Face,626,641,268,286
Image_568.jpg,854,480,Face,145,162,279,297
Image_568.jpg,854,480,Face,781,803,283,308
Image_568.jpg,854,480,Face,424,447,283,309
Image_568.jpg,854,480,Face,662,678,266,284
Image_568.jpg,854,480,Face,560,577,268,288
Image_568.jpg,854,480,Face,835,853,263,288
Image_568.jpg,854,480,Face,73,89,287,304
Image_568.jpg,854,480,Face,732,743,287,300
Image_568.jpg,854,480,Face,503,510,265,274
Image_583.jpg,854,480,Face,264,281,295,314
Image_583.jpg,854,480,Face,148,165,278,296
Image_583.jpg,854,480,Face,783,805,282,308
Image_583.jpg,854,480,Face,628,644,268,286
Image_583.jpg,854,480,Face,665,681,266,284
Image_583.jpg,854,480,Face,426,449,283,309
Image_583.jpg,854,480,Face,561,579,268,288
Image_583.jpg,854,480,Face,734,745,286,300
Image_583.jpg,854,480,Face,75,91,286,304
Image_1112.jpg,854,480,Face,83,95,371,385
Image_1112.jpg,854,480,Face,60,71,360,373
Image_1112.jpg,854,480,Face,721,745,412,438
Image_1112.jpg,854,480,Face,183,196,385,401
Image_1112.jpg,854,480,Face,363,382,433,453
Image_1112.jpg,854,480,Face,61,72,382,397
Image_1112.jpg,854,480,Face,565,583,430,451
Image_1112.jpg,854,480,Face,338,349,366,379
Image_1112.jpg,854,480,Face,153,161,373,383
Image_1112.jpg,854,480,Face,460,473,355,369
Image_1106.jpg,854,480,Face,186,198,383,399
Image_1106.jpg,854,480,Face,92,103,370,385
Image_1106.jpg,854,480,Face,70,81,382,396
Image_1106.jpg,854,480,Face,365,383,426,446
Image_1106.jpg,854,480,Face,69,80,359,372
Image_1106.jpg,854,480,Face,561,578,425,446
Image_1106.jpg,854,480,Face,712,734,408,432
Image_1106.jpg,854,480,Face,462,474,354,367
Image_1106.jpg,854,480,Face,157,165,372,382
Image_1106.jpg,854,480,Face,341,352,363,376
Image_1489.jpg,854,480,Face,134,147,374,389
Image_1489.jpg,854,480,Face,167,180,376,392
Image_1489.jpg,854,480,Face,707,717,340,353
Image_1489.jpg,854,480,Face,652,663,346,360
Image_1489.jpg,854,480,Face,10,22,397,410
Image_1489.jpg,854,480,Face,428,451,425,452
Image_1489.jpg,854,480,Face,599,617,369,388
Image_1489.jpg,854,480,Face,164,174,337,350
Image_1489.jpg,854,480,Face,82,93,383,395
Image_1489.jpg,854,480,Face,142,150,354,363
Image_1489.jpg,854,480,Face,124,134,366,379
Image_1489.jpg,854,480,Face,730,740,331,343
Image_1489.jpg,854,480,Face,444,454,320,333
Image_1489.jpg,854,480,Face,393,411,384,404
Image_1489.jpg,854,480,Face,97,105,339,349
Image_1489.jpg,854,480,Face,356,366,332,345
Image_1489.jpg,854,480,Face,674,688,347,361
Image_742.jpg,854,480,Face,374,388,262,279
Image_742.jpg,854,480,Face,82,95,259,273
Image_742.jpg,854,480,Face,658,672,293,310
Image_742.jpg,854,480,Face,424,440,293,312
Image_742.jpg,854,480,Face,111,129,271,291
Image_742.jpg,854,480,Face,396,407,255,268
Image_742.jpg,854,480,Face,250,266,285,306
Image_742.jpg,854,480,Face,537,557,325,349
Image_742.jpg,854,480,Face,196,221,366,394
Image_742.jpg,854,480,Face,578,589,261,276
Image_742.jpg,854,480,Face,146,157,255,267
Image_742.jpg,854,480,Face,474,485,290,303
Image_742.jpg,854,480,Face,302,314,258,271
Image_742.jpg,854,480,Face,141,162,300,324
Image_742.jpg,854,480,Face,52,64,253,267
Image_742.jpg,854,480,Face,216,229,257,272
Image_742.jpg,854,480,Face,259,270,251,263
Image_742.jpg,854,480,Face,119,129,232,246
Image_742.jpg,854,480,Face,779,789,271,284
Image_742.jpg,854,480,Face,41,51,233,245
Image_742.jpg,854,480,Face,427,437,247,259
Image_742.jpg,854,480,Face,311,317,232,240
Image_756.jpg,854,480,Face,119,132,266,280
Image_756.jpg,854,480,Face,731,746,302,321
Image_756.jpg,854,480,Face,488,505,304,324
Image_756.jpg,854,480,Face,300,317,292,312
Image_756.jpg,854,480,Face,148,166,280,300
Image_756.jpg,854,480,Face,428,443,269,287
Image_756.jpg,854,480,Face,352,365,265,278
Image_756.jpg,854,480,Face,200,222,310,335
Image_756.jpg,854,480,Face,637,649,272,288
Image_756.jpg,854,480,Face,621,643,340,365
Image_756.jpg,854,480,Face,259,286,385,415
Image_756.jpg,854,480,Face,305,317,257,269
Image_756.jpg,854,480,Face,449,460,262,276
Image_756.jpg,854,480,Face,266,280,263,279
Image_756.jpg,854,480,Face,99,111,260,273
Image_756.jpg,854,480,Face,193,204,260,272
Image_756.jpg,854,480,Face,161,172,238,251
Image_756.jpg,854,480,Face,647,655,250,260
Image_756.jpg,854,480,Face,94,104,240,253
Image_756.jpg,854,480,Face,475,486,253,265
Image_756.jpg,854,480,Face,287,295,230,240
Image_756.jpg,854,480,Face,84,93,238,248
Image_959.jpg,854,480,Face,105,119,446,462
Image_959.jpg,854,480,Face,805,826,423,448
Image_959.jpg,854,480,Face,109,121,375,391
Image_959.jpg,854,480,Face,150,163,421,439
Image_959.jpg,854,480,Face,656,676,423,450
Image_959.jpg,854,480,Face,10,25,428,445
Image_959.jpg,854,480,Face,0,13,379,395
Image_959.jpg,854,480,Face,58,72,418,436
Image_959.jpg,854,480,Face,481,502,434,461
Image_959.jpg,854,480,Face,579,595,400,417
Image_959.jpg,854,480,Face,152,164,399,415
Image_959.jpg,854,480,Face,839,853,383,404
Image_959.jpg,854,480,Face,801,809,347,357
Image_959.jpg,854,480,Face,463,480,410,430
Image_959.jpg,854,480,Face,144,154,370,383
Image_959.jpg,854,480,Face,0,9,402,419
Image_959.jpg,854,480,Face,183,190,357,367
Image_959.jpg,854,480,Face,84,94,357,369
Image_959.jpg,854,480,Face,340,351,371,383
Image_959.jpg,854,480,Face,198,210,416,431
Image_959.jpg,854,480,Face,161,168,354,363
Image_1310.jpg,854,480,Face,91,103,384,398
Image_1310.jpg,854,480,Face,118,135,415,437
Image_1310.jpg,854,480,Face,180,192,379,392
Image_1310.jpg,854,480,Face,397,413,394,413
Image_1310.jpg,854,480,Face,413,431,450,471
Image_1310.jpg,854,480,Face,183,194,397,411
Image_1310.jpg,854,480,Face,225,232,363,372
Image_1310.jpg,854,480,Face,48,59,401,414
Image_1310.jpg,854,480,Face,805,819,382,397
Image_1310.jpg,854,480,Face,109,119,369,381
Image_1310.jpg,854,480,Face,721,733,366,379
Image_1476.jpg,854,480,Face,134,147,369,385
Image_1476.jpg,854,480,Face,633,644,346,361
Image_1476.jpg,854,480,Face,410,432,420,446
Image_1476.jpg,854,480,Face,656,669,347,361
Image_1476.jpg,854,480,Face,382,398,382,400
Image_1476.jpg,854,480,Face,693,701,343,354
Image_1476.jpg,854,480,Face,554,565,344,356
Image_1476.jpg,854,480,Face,183,190,338,347
Image_1476.jpg,854,480,Face,129,137,343,353
Image_1476.jpg,854,480,Face,714,723,334,344
Image_1476.jpg,854,480,Face,21,33,392,405
Image_1476.jpg,854,480,Face,832,839,328,337
Image_1476.jpg,854,480,Face,216,223,328,336
Image_1476.jpg,854,480,Face,766,783,371,390
Image_1476.jpg,854,480,Face,171,179,341,351
Image_1476.jpg,854,480,Face,168,183,374,390
Image_1476.jpg,854,480,Face,56,67,345,357
Image_1476.jpg,854,480,Face,351,360,334,345
Image_965.jpg,854,480,Face,147,160,427,444
Image_965.jpg,854,480,Face,149,161,401,416
Image_965.jpg,854,480,Face,192,205,419,435
Image_965.jpg,854,480,Face,490,512,437,466
Image_965.jpg,854,480,Face,105,118,375,391
Image_965.jpg,854,480,Face,586,602,405,423
Image_965.jpg,854,480,Face,100,112,447,464
Image_965.jpg,854,480,Face,55,69,422,441
Image_965.jpg,854,480,Face,143,154,370,383
Image_965.jpg,854,480,Face,670,690,425,453
Image_965.jpg,854,480,Face,468,485,412,433
Image_965.jpg,854,480,Face,4,19,430,447
Image_965.jpg,854,480,Face,824,845,430,454
Image_965.jpg,854,480,Face,640,653,366,381
Image_965.jpg,854,480,Face,81,91,357,369
Image_965.jpg,854,480,Face,340,351,372,385
Image_965.jpg,854,480,Face,160,167,355,365
Image_965.jpg,854,480,Face,806,814,350,359
Image_965.jpg,854,480,Face,0,8,378,395
Image_971.jpg,854,480,Face,147,159,405,421
Image_971.jpg,854,480,Face,190,203,419,435
Image_971.jpg,854,480,Face,100,113,449,466
Image_971.jpg,854,480,Face,53,68,427,446
Image_971.jpg,854,480,Face,137,148,371,385
Image_971.jpg,854,480,Face,104,118,378,395
Image_971.jpg,854,480,Face,3,19,436,453
Image_971.jpg,854,480,Face,498,520,446,476
Image_971.jpg,854,480,Face,683,704,437,464
Image_971.jpg,854,480,Face,473,490,420,441
Image_971.jpg,854,480,Face,593,609,407,425
Image_971.jpg,854,480,Face,813,820,348,357
Image_971.jpg,854,480,Face,141,155,429,448
Image_971.jpg,854,480,Face,648,659,370,384
Image_971.jpg,854,480,Face,156,164,356,366
Image_971.jpg,854,480,Face,78,88,358,371
Image_971.jpg,854,480,Face,180,188,360,370
Image_971.jpg,854,480,Face,340,348,377,387
Image_971.jpg,854,480,Face,839,853,438,464
Image_971.jpg,854,480,Face,618,630,378,393
Image_1462.jpg,854,480,Face,615,626,344,358
Image_1462.jpg,854,480,Face,39,50,387,400
Image_1462.jpg,854,480,Face,144,155,370,383
Image_1462.jpg,854,480,Face,817,840,387,412
Image_1462.jpg,854,480,Face,397,414,410,429
Image_1462.jpg,854,480,Face,56,67,341,353
Image_1462.jpg,854,480,Face,178,186,339,349
Image_1462.jpg,854,480,Face,130,138,343,353
Image_1462.jpg,854,480,Face,504,517,343,356
Image_1462.jpg,854,480,Face,559,575,363,383
Image_1462.jpg,854,480,Face,369,379,341,355
Image_1462.jpg,854,480,Face,675,685,338,352
Image_1462.jpg,854,480,Face,731,748,366,385
Image_1462.jpg,854,480,Face,635,648,345,359
Image_1462.jpg,854,480,Face,539,550,343,355
Image_1304.jpg,854,480,Face,129,144,417,437
Image_1304.jpg,854,480,Face,98,111,387,401
Image_1304.jpg,854,480,Face,64,75,403,418
Image_1304.jpg,854,480,Face,409,427,448,467
Image_1304.jpg,854,480,Face,56,66,405,418
Image_1304.jpg,854,480,Face,394,411,393,412
Image_1304.jpg,854,480,Face,186,197,381,395
Image_1304.jpg,854,480,Face,796,808,380,393
Image_1304.jpg,854,480,Face,185,197,400,413
Image_1463.jpg,854,480,Face,143,154,370,384
Image_1463.jpg,854,480,Face,616,627,344,359
Image_1463.jpg,854,480,Face,820,843,387,412
Image_1463.jpg,854,480,Face,38,50,387,400
Image_1463.jpg,854,480,Face,397,414,410,429
Image_1463.jpg,854,480,Face,560,576,363,382
Image_1463.jpg,854,480,Face,178,186,339,349
Image_1463.jpg,854,480,Face,130,138,343,353
Image_1463.jpg,854,480,Face,368,379,340,354
Image_1463.jpg,854,480,Face,733,750,367,385
Image_1463.jpg,854,480,Face,57,67,342,354
Image_1463.jpg,854,480,Face,635,648,345,359
Image_1463.jpg,854,480,Face,676,686,339,351
Image_1463.jpg,854,480,Face,540,550,344,355
Image_1463.jpg,854,480,Face,370,387,375,393
Image_1463.jpg,854,480,Face,505,517,342,356
Image_970.jpg,854,480,Face,100,113,449,466
Image_970.jpg,854,480,Face,147,159,404,420
Image_970.jpg,854,480,Face,190,203,419,435
Image_970.jpg,854,480,Face,139,150,370,384
Image_970.jpg,854,480,Face,54,68,426,445
Image_970.jpg,854,480,Face,496,519,445,475
Image_970.jpg,854,480,Face,142,156,428,447
Image_970.jpg,854,480,Face,681,701,434,462
Image_970.jpg,854,480,Face,3,19,436,453
Image_970.jpg,854,480,Face,472,490,420,440
Image_970.jpg,854,480,Face,591,607,407,425
Image_970.jpg,854,480,Face,812,819,347,357
Image_970.jpg,854,480,Face,156,164,355,366
Image_970.jpg,854,480,Face,837,853,438,463
Image_970.jpg,854,480,Face,104,119,377,395
Image_970.jpg,854,480,Face,79,89,358,371
Image_970.jpg,854,480,Face,647,659,370,384
Image_970.jpg,854,480,Face,340,349,377,387
Image_970.jpg,854,480,Face,617,629,377,393
Image_970.jpg,854,480,Face,839,847,345,357
Image_970.jpg,854,480,Face,591,603,363,378
Image_1305.jpg,854,480,Face,127,143,416,436
Image_1305.jpg,854,480,Face,97,109,387,401
Image_1305.jpg,854,480,Face,411,428,448,467
Image_1305.jpg,854,480,Face,63,74,403,418
Image_1305.jpg,854,480,Face,394,411,394,412
Image_1305.jpg,854,480,Face,798,810,380,393
Image_1305.jpg,854,480,Face,185,197,400,413
Image_1305.jpg,854,480,Face,56,66,404,419
Image_1305.jpg,854,480,Face,186,196,381,395
Image_1305.jpg,854,480,Face,112,120,374,383
Image_1311.jpg,854,480,Face,89,102,383,397
Image_1311.jpg,854,480,Face,397,413,394,413
Image_1311.jpg,854,480,Face,116,133,416,437
Image_1311.jpg,854,480,Face,180,191,378,392
Image_1311.jpg,854,480,Face,411,432,450,474
Image_1311.jpg,854,480,Face,806,821,382,397
Image_1311.jpg,854,480,Face,48,59,400,415
Image_1311.jpg,854,480,Face,181,193,398,411
Image_1311.jpg,854,480,Face,108,119,369,381
Image_1311.jpg,854,480,Face,227,234,362,372
Image_1311.jpg,854,480,Face,53,64,404,419
Image_1311.jpg,854,480,Face,829,835,366,374
Image_1311.jpg,854,480,Face,383,396,393,410
Image_964.jpg,854,480,Face,100,113,447,463
Image_964.jpg,854,480,Face,147,160,426,444
Image_964.jpg,854,480,Face,821,842,428,452
Image_964.jpg,854,480,Face,193,206,419,434
Image_964.jpg,854,480,Face,105,118,374,391
Image_964.jpg,854,480,Face,489,510,436,465
Image_964.jpg,854,480,Face,149,161,400,415
Image_964.jpg,854,480,Face,586,601,405,421
Image_964.jpg,854,480,Face,467,485,412,432
Image_964.jpg,854,480,Face,144,155,370,384
Image_964.jpg,854,480,Face,667,688,424,451
Image_964.jpg,854,480,Face,5,20,430,446
Image_964.jpg,854,480,Face,56,69,421,440
Image_964.jpg,854,480,Face,0,9,377,394
Image_964.jpg,854,480,Face,341,351,372,384
Image_964.jpg,854,480,Face,81,91,357,369
Image_964.jpg,854,480,Face,182,189,358,367
Image_964.jpg,854,480,Face,160,167,354,364
Image_964.jpg,854,480,Face,637,652,365,382
Image_1477.jpg,854,480,Face,134,147,369,386
Image_1477.jpg,854,480,Face,634,646,347,361
Image_1477.jpg,854,480,Face,384,399,383,400
Image_1477.jpg,854,480,Face,410,433,420,446
Image_1477.jpg,854,480,Face,692,702,341,354
Image_1477.jpg,854,480,Face,555,566,345,357
Image_1477.jpg,854,480,Face,715,723,334,344
Image_1477.jpg,854,480,Face,768,785,371,389
Image_1477.jpg,854,480,Face,55,67,345,357
Image_1477.jpg,854,480,Face,351,361,334,346
Image_1477.jpg,854,480,Face,101,111,336,349
Image_1477.jpg,854,480,Face,580,598,367,387
Image_1477.jpg,854,480,Face,20,32,391,404
Image_1477.jpg,854,480,Face,169,182,375,390
Image_1477.jpg,854,480,Face,437,445,324,334
Image_1477.jpg,854,480,Face,87,97,378,390
Image_958.jpg,854,480,Face,106,120,446,462
Image_958.jpg,854,480,Face,59,72,417,436
Image_958.jpg,854,480,Face,0,10,403,419
Image_958.jpg,854,480,Face,153,164,399,415
Image_958.jpg,854,480,Face,109,122,376,391
Image_958.jpg,854,480,Face,11,26,428,444
Image_958.jpg,854,480,Face,479,500,434,461
Image_958.jpg,854,480,Face,1,14,378,394
Image_958.jpg,854,480,Face,151,163,421,438
Image_958.jpg,854,480,Face,578,593,399,416
Image_958.jpg,854,480,Face,802,823,423,448
Image_958.jpg,854,480,Face,835,851,383,404
Image_958.jpg,854,480,Face,653,673,423,450
Image_958.jpg,854,480,Face,143,154,369,383
Image_958.jpg,854,480,Face,462,479,410,430
Image_958.jpg,854,480,Face,183,190,357,366
Image_958.jpg,854,480,Face,85,95,357,370
Image_958.jpg,854,480,Face,801,808,347,357
Image_958.jpg,854,480,Face,340,351,371,383
Image_958.jpg,854,480,Face,161,168,354,363
Image_757.jpg,854,480,Face,433,447,271,289
Image_757.jpg,854,480,Face,304,321,294,314
Image_757.jpg,854,480,Face,124,136,266,280
Image_757.jpg,854,480,Face,738,752,304,323
Image_757.jpg,854,480,Face,356,369,266,280
Image_757.jpg,854,480,Face,492,510,305,325
Image_757.jpg,854,480,Face,152,170,281,301
Image_757.jpg,854,480,Face,264,291,389,418
Image_757.jpg,854,480,Face,628,649,342,368
Image_757.jpg,854,480,Face,205,226,312,336
Image_757.jpg,854,480,Face,643,655,272,288
Image_757.jpg,854,480,Face,309,320,258,270
Image_757.jpg,854,480,Face,103,115,261,274
Image_757.jpg,854,480,Face,197,208,262,273
Image_757.jpg,854,480,Face,97,107,241,254
Image_757.jpg,854,480,Face,453,465,263,277
Image_757.jpg,854,480,Face,651,659,251,261
Image_757.jpg,854,480,Face,165,175,239,252
Image_757.jpg,854,480,Face,479,489,255,267
Image_757.jpg,854,480,Face,290,298,231,241
Image_757.jpg,854,480,Face,619,625,258,266
Image_757.jpg,854,480,Face,269,284,264,279
Image_743.jpg,854,480,Face,377,391,263,280
Image_743.jpg,854,480,Face,83,96,261,275
Image_743.jpg,854,480,Face,253,269,285,306
Image_743.jpg,854,480,Face,427,443,294,313
Image_743.jpg,854,480,Face,112,129,273,293
Image_743.jpg,854,480,Face,662,675,294,312
Image_743.jpg,854,480,Face,398,409,256,269
Image_743.jpg,854,480,Face,197,223,369,397
Image_743.jpg,854,480,Face,55,67,254,267
Image_743.jpg,854,480,Face,580,591,262,276
Image_743.jpg,854,480,Face,304,316,259,272
Image_743.jpg,854,480,Face,541,561,327,351
Image_743.jpg,854,480,Face,149,159,256,268
Image_743.jpg,854,480,Face,145,164,303,324
